x,y
0.6052120223121051,-1.2914147820945947
0.2627348524819603,-0.9996998294708834
0.9351392318645703,-0.7494272414560548
0.7965033338889612,-1.2232341286292112
-0.09596093146980778,-0.8193618989244031
0.5089773247697671,-0.6247582651730433
0.7735343360789905,-0.33968675604558346
0.6682340146935217,-0.8323004036515136
0.7741402476739268,-0.7204815295388822
0.8905995112749798,-1.0634236213477526
0.6061552432407538,-0.4975539586997741
0.6531473391189756,-1.0427016362101953
1.220876851413875,-1.1914868635002107
0.14704977226769222,-0.383239756723903
0.3570735721568513,-0.2847815397256206
0.4443899911698162,-0.7969991519516672
0.44777771987869297,-0.28871803016499586
0.5819915862009286,-1.3584328742462843
0.4182543229991715,-0.8531089830432503
1.1872692764025046,-0.8719478975448424
0.2999968386112495,-1.3107388453598148
0.8277180410620387,-0.20498097345356836
0.7172912192612544,-0.8348182810654794
0.827629694544723,-0.8220579754251961
0.6388745713000465,-0.9951551631063665
0.775656428643968,-0.44295316918825084
0.7891000663543392,0.07059284949235645
0.8571647269856123,-0.5905941229777765
1.003952384202199,-0.29062004120446233
0.4122458677751954,-0.679155480356119
1.001946998771913,-0.7685049434445627
0.7358899280986889,-0.3671112297765559
1.0651734572025073,-0.9374042963564946
0.943507525561015,-1.0793654026262738
0.9188618585239354,-0.9201440232431299
1.0980245910452717,-0.9759174673757265
0.8261121898639345,-0.08162948668786951
0.9240824499056708,-0.9055181860444995
-0.002713462628979091,-0.6149894525784775
0.5075182568915221,-0.5096607324186025
-0.6816901817111582,-0.656676243676676
-0.7114787573487429,-0.7608102676236489
-0.8276668134931862,-0.7226796430244473
-0.6521475522996362,-0.7432289796877676
-0.739597202775024,-0.6810494416324465
-0.5695545141971283,-0.8247617497330587
-0.8763672136394445,-0.7509245496584124
-0.8318406116557955,-0.8630283173821827
-0.6495598498007619,-0.7074311337029688
-0.7189213130063525,-0.9205058544831985
-0.8311506660061374,-0.7285709074741256
-0.7203453129224324,-0.5857007441155934
-0.6717192073628864,-0.6038705928700312
-0.8926019255879772,-0.7307473190824056
-0.6944365126816354,-0.8269448714133871
0.7337421780662886,0.5708614627209789
1.0000235199453495,0.7072618479013218
0.7727619841299048,0.6799239480799766
0.553959518504164,0.6118412989690575
0.6543863347276556,0.9463304081032053
0.8273792042604854,0.6171476323563067
0.9362502949579564,0.5992791444913425
0.5662715495151411,1.044579651379332
1.0741453004532262,0.7871466693581957
0.780282156446987,0.9426189697484516
1.0919917442504574,0.49846095182631084
1.0363061371912867,0.6148987344215067
0.6985423789207508,0.5553571484175361
1.0452088254701302,0.9159015377865224
0.6539018626600794,0.8557289309789895
1.0355120743694477,0.9752829861969597
0.8775478941113574,0.5753794232524877
0.8304233957564384,0.5810285967223816
0.9923812864935914,0.5816819088865635
0.5031319048358702,0.7162931266596552
1.1495465039482031,0.6164020148258622
0.7291890026361466,0.8261567725875801
0.9189582687066579,0.66529455218201
0.7150816382655593,0.8686761741909209
0.8982150363053305,0.7807064830735332
